
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Research Stat Count per Item: Simple Groups                                                                       ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:50                                                                                            0604A (v1.0)
                                                                                                                           
Group_Name	Item_Count	AVG_Stat_Count
Global	14270	3.4081



GROUP BY Quality
Group_Name	Item_Count	AVG_Stat_Count
Uncommon  	 1632	  1.9063
Rare      	 3737	  2.6901
Epic      	 8890	  3.9862
Legendary 	   11	  2.9091



GROUP BY ItemLevelBracket
Group_Name	Item_Count	AVG_Stat_Count
10 	  235	  1.5064
20 	  451	  1.7871
30 	  442	  2.0475
40 	  482	  2.0415
50 	  663	  2.1991
60 	 1173	  2.2924
70 	  586	  2.4727
80 	  295	  2.3153
90 	  216	  2.2407
100	  346	  2.7630
110	 1135	  2.9233
130	  384	  3.3594
140	  554	  3.4657
150	  483	  3.5673
160	  109	  3.0550
170	   96	  2.7813
180	  228	  3.6404
200	 1100	  3.9855
120	  602	  3.3854
210	  912	  4.4101
220	  463	  4.7127
230	  865	  4.6012
240	  678	  4.7640
250	  877	  4.6933
260	  488	  4.7234
270	  385	  4.7299
280	   22	  4.8182



GROUP BY slot_group
Group_Name	Item_Count	AVG_Stat_Count
1H-Weapon      	 1105	  2.9611
Accessory      	 1327	  3.0490
Major-Armor    	 3074	  3.6321
Minor-Armor    	 4218	  3.4289
2H-Weapon      	  411	  2.8540
Back           	  556	  2.9191
Shield         	  228	  2.7061
Staff-Weapon   	  273	  3.4505
Ranged-Thrown  	   48	  2.8542
Moderate-Armor 	 2712	  3.7895
Ranged-Weapon  	  208	  2.7260
Ranged-Wand    	  110	  3.1909



                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Research Stat Count per Item: Two Groups                                                                          ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:51                                                                                            0604A (v1.0)
                                                                                                                           

GROUP BY Quality, ItemLevelBracket
Quality	ItemLevel	Item_Count	AVG_Stat_Count
4	Epic	271	260	Ranged-Wand	4.93750	0.00000	0.00000
4	Epic	48	40	Ranged-Weapon	1.00000	0.00000	0.00000
4	Epic	74	60	Ranged-Weapon	1.43750	0.00000	0.00000
4	Epic	85	80	Ranged-Weapon	1.50000	0.00000	0.00000
4	Epic	107	100	Ranged-Weapon	1.44444	0.00000	0.00000
4	Epic	128	120	Ranged-Weapon	1.83333	0.00000	0.00000
4	Epic	148	140	Ranged-Weapon	2.31250	0.00000	0.00000
4	Epic	211	200	Ranged-Weapon	3.92592	0.00000	0.00000
4	Epic	232	220	Ranged-Weapon	3.95513	0.00000	0.00000
4	Epic	251	240	Ranged-Weapon	4.65278	0.00000	0.00000
4	Epic	271	260	Ranged-Weapon	4.20833	0.00000	0.00000
4	Epic	284	280	Ranged-Weapon	5.00000	0.00000	0.00000
4	Epic	46	40	Shield	2.00000	0.00000	0.00000
4	Epic	73	60	Shield	1.62500	0.00000	0.00000
4	Epic	87	80	Shield	1.62500	0.00000	0.00000
4	Epic	110	100	Shield	2.45000	0.00000	0.00000
4	Epic	128	120	Shield	2.41667	0.00000	0.00000
4	Epic	150	140	Shield	2.81667	0.00000	0.00000
4	Epic	211	200	Shield	4.15000	0.00000	0.00000
4	Epic	232	220	Shield	4.55556	0.00000	0.00000
4	Epic	251	240	Shield	4.25000	0.00000	0.00000
4	Epic	270	260	Shield	4.22222	0.00000	0.00000
4	Epic	47	40	Staff-Weapon	2.00000	0.00000	0.00000
4	Epic	71	60	Staff-Weapon	2.29167	0.00000	0.00000
4	Epic	86	80	Staff-Weapon	2.50000	0.00000	0.00000
4	Epic	108	100	Staff-Weapon	2.81250	0.00000	0.00000
4	Epic	128	120	Staff-Weapon	2.97222	0.00000	0.00000
4	Epic	148	140	Staff-Weapon	3.52917	0.00000	0.00000
4	Epic	164	160	Staff-Weapon	4.00000	0.00000	0.00000
4	Epic	211	200	Staff-Weapon	4.50000	0.00000	0.00000
4	Epic	232	220	Staff-Weapon	4.93277	0.00000	0.00000
4	Epic	251	240	Staff-Weapon	4.94406	0.00000	0.00000
4	Epic	271	260	Staff-Weapon	4.79167	0.00000	0.00000
4	Epic	284	280	Staff-Weapon	5.00000	0.00000	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  5. Apply 3-Point Smoothing Window to Table: ACSBV3_0604A_stat                                                        ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:53                                                                                            0604A (v1.0)
                                                                                                                           
Quality	QualityName	ItemLevel	ItemLevelBracket	slot_group	avg_raw	avg_3pnt	avg_mono
4	Epic	56	40	1H-Weapon	2.00000	1.87015	0.00000
4	Epic	71	60	1H-Weapon	1.74029	1.86343	0.00000
4	Epic	86	80	1H-Weapon	1.85000	1.83161	0.00000
4	Epic	107	100	1H-Weapon	1.90455	2.17055	0.00000
4	Epic	130	120	1H-Weapon	2.75709	2.54024	0.00000
4	Epic	148	140	1H-Weapon	2.95908	2.82206	0.00000
4	Epic	164	160	1H-Weapon	2.75000	3.31225	0.00000
4	Epic	211	200	1H-Weapon	4.22766	3.78080	0.00000
4	Epic	232	220	1H-Weapon	4.36474	4.42925	0.00000
4	Epic	251	240	1H-Weapon	4.69536	4.49271	0.00000
4	Epic	271	260	1H-Weapon	4.41804	4.70447	0.00000
4	Epic	284	280	1H-Weapon	5.00000	4.70902	0.00000
4	Epic	70	60	2H-Weapon	2.50000	2.35000	0.00000
4	Epic	85	80	2H-Weapon	2.20000	2.31667	0.00000
4	Epic	107	100	2H-Weapon	2.25000	2.30873	0.00000
4	Epic	130	120	2H-Weapon	2.47619	2.62817	0.00000
4	Epic	148	140	2H-Weapon	3.15833	2.87817	0.00000
4	Epic	164	160	2H-Weapon	3.00000	3.40294	0.00000
4	Epic	211	200	2H-Weapon	4.05050	3.75465	0.00000
4	Epic	232	220	2H-Weapon	4.21345	4.22208	0.00000
4	Epic	251	240	2H-Weapon	4.40228	4.22641	0.00000
4	Epic	271	260	2H-Weapon	4.06349	4.32192	0.00000
4	Epic	284	280	2H-Weapon	4.50000	4.28175	0.00000
4	Epic	36	20	Accessory	1.00000	1.62500	0.00000
4	Epic	50	40	Accessory	2.25000	1.79217	0.00000
4	Epic	70	60	Accessory	2.12650	2.16095	0.00000
4	Epic	87	80	Accessory	2.10636	2.18291	0.00000
4	Epic	109	100	Accessory	2.31587	2.27318	0.00000
4	Epic	129	120	Accessory	2.39732	2.65161	0.00000
4	Epic	149	140	Accessory	3.24164	3.17869	0.00000
4	Epic	210	200	Accessory	3.89712	3.90995	0.00000
4	Epic	232	220	Accessory	4.59110	4.36726	0.00000
4	Epic	253	240	Accessory	4.61357	4.61931	0.00000
4	Epic	270	260	Accessory	4.65326	4.53339	0.00000
4	Epic	284	280	Accessory	4.33333	4.49330	0.00000
4	Epic	71	60	Back	1.95385	1.91026	0.00000
4	Epic	85	80	Back	1.86667	1.87232	0.00000
4	Epic	108	100	Back	1.79643	2.03691	0.00000
4	Epic	129	120	Back	2.44762	2.48413	0.00000
4	Epic	151	140	Back	3.20833	2.88532	0.00000
4	Epic	164	160	Back	3.00000	3.49064	0.00000
4	Epic	211	200	Back	4.26358	3.96934	0.00000
4	Epic	232	220	Back	4.64445	4.53273	0.00000
4	Epic	252	240	Back	4.69015	4.66911	0.00000
4	Epic	271	260	Back	4.67273	4.78763	0.00000
4	Epic	284	280	Back	5.00000	4.83637	0.00000
4	Epic	51	40	Major-Armor	2.50000	2.45311	0.00000
4	Epic	69	60	Major-Armor	2.40621	2.48574	0.00000
4	Epic	86	80	Major-Armor	2.55102	2.66531	0.00000
4	Epic	107	100	Major-Armor	3.03871	2.99025	0.00000
4	Epic	129	120	Major-Armor	3.38102	3.40245	0.00000
4	Epic	149	140	Major-Armor	3.78763	3.85859	0.00000
4	Epic	211	200	Major-Armor	4.40711	4.30054	0.00000
4	Epic	232	220	Major-Armor	4.70687	4.64041	0.00000
4	Epic	252	240	Major-Armor	4.80726	4.79850	0.00000
4	Epic	271	260	Major-Armor	4.88138	4.84432	0.00000
4	Epic	52	40	Minor-Armor	2.66000	2.57674	0.00000
4	Epic	70	60	Minor-Armor	2.49348	2.49845	0.00000
4	Epic	85	80	Minor-Armor	2.34188	2.67776	0.00000
4	Epic	109	100	Minor-Armor	3.19793	2.95150	0.00000
4	Epic	129	120	Minor-Armor	3.31470	3.54178	0.00000
4	Epic	150	140	Minor-Armor	4.11272	3.74247	0.00000
4	Epic	164	160	Minor-Armor	3.80000	4.09689	0.00000
4	Epic	211	200	Minor-Armor	4.37794	4.31476	0.00000
4	Epic	232	220	Minor-Armor	4.76634	4.65221	0.00000
4	Epic	252	240	Minor-Armor	4.81235	4.81170	0.00000
4	Epic	271	260	Minor-Armor	4.85642	4.88959	0.00000
4	Epic	284	280	Minor-Armor	5.00000	4.92821	0.00000
4	Epic	57	40	Moderate-Armor	2.00000	2.26326	0.00000
4	Epic	70	60	Moderate-Armor	2.52652	2.38477	0.00000
4	Epic	86	80	Moderate-Armor	2.62778	2.71209	0.00000
4	Epic	108	100	Moderate-Armor	2.98197	2.98742	0.00000
4	Epic	129	120	Moderate-Armor	3.35251	3.39109	0.00000
4	Epic	149	140	Moderate-Armor	3.83879	3.61932	0.00000
4	Epic	164	160	Moderate-Armor	3.66667	3.99229	0.00000
4	Epic	211	200	Moderate-Armor	4.47142	4.29628	0.00000
4	Epic	232	220	Moderate-Armor	4.75075	4.68986	0.00000
4	Epic	252	240	Moderate-Armor	4.84740	4.92431	0.00000
4	Epic	271	260	Moderate-Armor	5.17477	5.01109	0.00000
4	Epic	108	100	Ranged-Thrown	2.50000	2.50000	0.00000
4	Epic	130	120	Ranged-Thrown	2.50000	2.50000	0.00000
4	Epic	147	140	Ranged-Thrown	2.50000	2.94445	0.00000
4	Epic	207	200	Ranged-Thrown	3.83334	3.69445	0.00000
4	Epic	232	220	Ranged-Thrown	4.75000	4.47223	0.00000
4	Epic	248	240	Ranged-Thrown	4.83334	4.75000	0.00000
4	Epic	264	260	Ranged-Thrown	4.66667	4.75001	0.00000
4	Epic	70	60	Ranged-Wand	1.70000	2.10000	0.00000
4	Epic	87	80	Ranged-Wand	2.50000	2.15000	0.00000
4	Epic	113	100	Ranged-Wand	2.25000	2.41667	0.00000
4	Epic	130	120	Ranged-Wand	2.50000	2.46852	0.00000
4	Epic	147	140	Ranged-Wand	2.65556	3.14445	0.00000
4	Epic	211	200	Ranged-Wand	4.27778	3.94445	0.00000
4	Epic	232	220	Ranged-Wand	4.90000	4.70212	0.00000
4	Epic	248	240	Ranged-Wand	4.92857	4.92202	0.00000
4	Epic	271	260	Ranged-Wand	4.93750	4.93304	0.00000
4	Epic	48	40	Ranged-Weapon	1.00000	1.21875	0.00000
4	Epic	74	60	Ranged-Weapon	1.43750	1.31250	0.00000
4	Epic	85	80	Ranged-Weapon	1.50000	1.46065	0.00000
4	Epic	107	100	Ranged-Weapon	1.44444	1.59259	0.00000
4	Epic	128	120	Ranged-Weapon	1.83333	1.86342	0.00000
4	Epic	148	140	Ranged-Weapon	2.31250	2.69058	0.00000
4	Epic	211	200	Ranged-Weapon	3.92592	3.39785	0.00000
4	Epic	232	220	Ranged-Weapon	3.95513	4.17794	0.00000
4	Epic	251	240	Ranged-Weapon	4.65278	4.27208	0.00000
4	Epic	271	260	Ranged-Weapon	4.20833	4.62037	0.00000
4	Epic	284	280	Ranged-Weapon	5.00000	4.60417	0.00000
4	Epic	46	40	Shield	2.00000	1.81250	0.00000
4	Epic	73	60	Shield	1.62500	1.75000	0.00000
4	Epic	87	80	Shield	1.62500	1.90000	0.00000
4	Epic	110	100	Shield	2.45000	2.16389	0.00000
4	Epic	128	120	Shield	2.41667	2.56111	0.00000
4	Epic	150	140	Shield	2.81667	3.12778	0.00000
4	Epic	211	200	Shield	4.15000	3.84074	0.00000
4	Epic	232	220	Shield	4.55556	4.31852	0.00000
4	Epic	251	240	Shield	4.25000	4.34259	0.00000
4	Epic	270	260	Shield	4.22222	4.23611	0.00000
4	Epic	47	40	Staff-Weapon	2.00000	2.14584	0.00000
4	Epic	71	60	Staff-Weapon	2.29167	2.26389	0.00000
4	Epic	86	80	Staff-Weapon	2.50000	2.53472	0.00000
4	Epic	108	100	Staff-Weapon	2.81250	2.76157	0.00000
4	Epic	128	120	Staff-Weapon	2.97222	3.10463	0.00000
4	Epic	148	140	Staff-Weapon	3.52917	3.50046	0.00000
4	Epic	164	160	Staff-Weapon	4.00000	4.00972	0.00000
4	Epic	211	200	Staff-Weapon	4.50000	4.47759	0.00000
4	Epic	232	220	Staff-Weapon	4.93277	4.79228	0.00000
4	Epic	251	240	Staff-Weapon	4.94406	4.88950	0.00000
4	Epic	271	260	Staff-Weapon	4.79167	4.91191	0.00000
4	Epic	284	280	Staff-Weapon	5.00000	4.89584	0.00000

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  6. Apply Monotonic Enforcement to Table: ACSBV3_0604A_stat                                                           ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:54                                                                                            0604A (v1.0)
                                                                                                                           
Quality	QualityName	ItemLevel	ItemLevelBracket	slot_group	avg_raw	avg_3pnt	avg_mono
4	Epic	56	40	1H-Weapon	2.00000	1.87015	1.87015
4	Epic	71	60	1H-Weapon	1.74029	1.86343	1.87015
4	Epic	86	80	1H-Weapon	1.85000	1.83161	1.87015
4	Epic	107	100	1H-Weapon	1.90455	2.17055	2.17055
4	Epic	130	120	1H-Weapon	2.75709	2.54024	2.54024
4	Epic	148	140	1H-Weapon	2.95908	2.82206	2.82206
4	Epic	164	160	1H-Weapon	2.75000	3.31225	3.31225
4	Epic	211	200	1H-Weapon	4.22766	3.78080	3.78080
4	Epic	232	220	1H-Weapon	4.36474	4.42925	4.42925
4	Epic	251	240	1H-Weapon	4.69536	4.49271	4.49271
4	Epic	271	260	1H-Weapon	4.41804	4.70447	4.70447
4	Epic	284	280	1H-Weapon	5.00000	4.70902	4.70902
4	Epic	70	60	2H-Weapon	2.50000	2.35000	2.35000
4	Epic	85	80	2H-Weapon	2.20000	2.31667	2.35000
4	Epic	107	100	2H-Weapon	2.25000	2.30873	2.35000
4	Epic	130	120	2H-Weapon	2.47619	2.62817	2.62817
4	Epic	148	140	2H-Weapon	3.15833	2.87817	2.87817
4	Epic	164	160	2H-Weapon	3.00000	3.40294	3.40294
4	Epic	211	200	2H-Weapon	4.05050	3.75465	3.75465
4	Epic	232	220	2H-Weapon	4.21345	4.22208	4.22208
4	Epic	251	240	2H-Weapon	4.40228	4.22641	4.22641
4	Epic	271	260	2H-Weapon	4.06349	4.32192	4.32192
4	Epic	284	280	2H-Weapon	4.50000	4.28175	4.32192
4	Epic	36	20	Accessory	1.00000	1.62500	1.62500
4	Epic	50	40	Accessory	2.25000	1.79217	1.79217
4	Epic	70	60	Accessory	2.12650	2.16095	2.16095
4	Epic	87	80	Accessory	2.10636	2.18291	2.18291
4	Epic	109	100	Accessory	2.31587	2.27318	2.27318
4	Epic	129	120	Accessory	2.39732	2.65161	2.65161
4	Epic	149	140	Accessory	3.24164	3.17869	3.17869
4	Epic	210	200	Accessory	3.89712	3.90995	3.90995
4	Epic	232	220	Accessory	4.59110	4.36726	4.36726
4	Epic	253	240	Accessory	4.61357	4.61931	4.61931
4	Epic	270	260	Accessory	4.65326	4.53339	4.61931
4	Epic	284	280	Accessory	4.33333	4.49330	4.61931
4	Epic	71	60	Back	1.95385	1.91026	1.91026
4	Epic	85	80	Back	1.86667	1.87232	1.91026
4	Epic	108	100	Back	1.79643	2.03691	2.03691
4	Epic	129	120	Back	2.44762	2.48413	2.48413
4	Epic	151	140	Back	3.20833	2.88532	2.88532
4	Epic	164	160	Back	3.00000	3.49064	3.49064
4	Epic	211	200	Back	4.26358	3.96934	3.96934
4	Epic	232	220	Back	4.64445	4.53273	4.53273
4	Epic	252	240	Back	4.69015	4.66911	4.66911
4	Epic	271	260	Back	4.67273	4.78763	4.78763
4	Epic	284	280	Back	5.00000	4.83637	4.83637
4	Epic	51	40	Major-Armor	2.50000	2.45311	2.45311
4	Epic	69	60	Major-Armor	2.40621	2.48574	2.48574
4	Epic	86	80	Major-Armor	2.55102	2.66531	2.66531
4	Epic	107	100	Major-Armor	3.03871	2.99025	2.99025
4	Epic	129	120	Major-Armor	3.38102	3.40245	3.40245
4	Epic	149	140	Major-Armor	3.78763	3.85859	3.85859
4	Epic	211	200	Major-Armor	4.40711	4.30054	4.30054
4	Epic	232	220	Major-Armor	4.70687	4.64041	4.64041
4	Epic	252	240	Major-Armor	4.80726	4.79850	4.79850
4	Epic	271	260	Major-Armor	4.88138	4.84432	4.84432
4	Epic	52	40	Minor-Armor	2.66000	2.57674	2.57674
4	Epic	70	60	Minor-Armor	2.49348	2.49845	2.57674
4	Epic	85	80	Minor-Armor	2.34188	2.67776	2.67776
4	Epic	109	100	Minor-Armor	3.19793	2.95150	2.95150
4	Epic	129	120	Minor-Armor	3.31470	3.54178	3.54178
4	Epic	150	140	Minor-Armor	4.11272	3.74247	3.74247
4	Epic	164	160	Minor-Armor	3.80000	4.09689	4.09689
4	Epic	211	200	Minor-Armor	4.37794	4.31476	4.31476
4	Epic	232	220	Minor-Armor	4.76634	4.65221	4.65221
4	Epic	252	240	Minor-Armor	4.81235	4.81170	4.81170
4	Epic	271	260	Minor-Armor	4.85642	4.88959	4.88959
4	Epic	284	280	Minor-Armor	5.00000	4.92821	4.92821
4	Epic	57	40	Moderate-Armor	2.00000	2.26326	2.26326
4	Epic	70	60	Moderate-Armor	2.52652	2.38477	2.38477
4	Epic	86	80	Moderate-Armor	2.62778	2.71209	2.71209
4	Epic	108	100	Moderate-Armor	2.98197	2.98742	2.98742
4	Epic	129	120	Moderate-Armor	3.35251	3.39109	3.39109
4	Epic	149	140	Moderate-Armor	3.83879	3.61932	3.61932
4	Epic	164	160	Moderate-Armor	3.66667	3.99229	3.99229
4	Epic	211	200	Moderate-Armor	4.47142	4.29628	4.29628
4	Epic	232	220	Moderate-Armor	4.75075	4.68986	4.68986
4	Epic	252	240	Moderate-Armor	4.84740	4.92431	4.92431
4	Epic	271	260	Moderate-Armor	5.17477	5.01109	5.01109
4	Epic	108	100	Ranged-Thrown	2.50000	2.50000	2.50000
4	Epic	130	120	Ranged-Thrown	2.50000	2.50000	2.50000
4	Epic	147	140	Ranged-Thrown	2.50000	2.94445	2.94445
4	Epic	207	200	Ranged-Thrown	3.83334	3.69445	3.69445
4	Epic	232	220	Ranged-Thrown	4.75000	4.47223	4.47223
4	Epic	248	240	Ranged-Thrown	4.83334	4.75000	4.75000
4	Epic	264	260	Ranged-Thrown	4.66667	4.75001	4.75001
4	Epic	70	60	Ranged-Wand	1.70000	2.10000	2.10000
4	Epic	87	80	Ranged-Wand	2.50000	2.15000	2.15000
4	Epic	113	100	Ranged-Wand	2.25000	2.41667	2.41667
4	Epic	130	120	Ranged-Wand	2.50000	2.46852	2.46852
4	Epic	147	140	Ranged-Wand	2.65556	3.14445	3.14445
4	Epic	211	200	Ranged-Wand	4.27778	3.94445	3.94445
4	Epic	232	220	Ranged-Wand	4.90000	4.70212	4.70212
4	Epic	248	240	Ranged-Wand	4.92857	4.92202	4.92202
4	Epic	271	260	Ranged-Wand	4.93750	4.93304	4.93304
4	Epic	48	40	Ranged-Weapon	1.00000	1.21875	1.21875
4	Epic	74	60	Ranged-Weapon	1.43750	1.31250	1.31250
4	Epic	85	80	Ranged-Weapon	1.50000	1.46065	1.46065
4	Epic	107	100	Ranged-Weapon	1.44444	1.59259	1.59259
4	Epic	128	120	Ranged-Weapon	1.83333	1.86342	1.86342
4	Epic	148	140	Ranged-Weapon	2.31250	2.69058	2.69058
4	Epic	211	200	Ranged-Weapon	3.92592	3.39785	3.39785
4	Epic	232	220	Ranged-Weapon	3.95513	4.17794	4.17794
4	Epic	251	240	Ranged-Weapon	4.65278	4.27208	4.27208
4	Epic	271	260	Ranged-Weapon	4.20833	4.62037	4.62037
4	Epic	284	280	Ranged-Weapon	5.00000	4.60417	4.62037
4	Epic	46	40	Shield	2.00000	1.81250	1.81250
4	Epic	73	60	Shield	1.62500	1.75000	1.81250
4	Epic	87	80	Shield	1.62500	1.90000	1.90000
4	Epic	110	100	Shield	2.45000	2.16389	2.16389
4	Epic	128	120	Shield	2.41667	2.56111	2.56111
4	Epic	150	140	Shield	2.81667	3.12778	3.12778
4	Epic	211	200	Shield	4.15000	3.84074	3.84074
4	Epic	232	220	Shield	4.55556	4.31852	4.31852
4	Epic	251	240	Shield	4.25000	4.34259	4.34259
4	Epic	270	260	Shield	4.22222	4.23611	4.34259
4	Epic	47	40	Staff-Weapon	2.00000	2.14584	2.14584
4	Epic	71	60	Staff-Weapon	2.29167	2.26389	2.26389
4	Epic	86	80	Staff-Weapon	2.50000	2.53472	2.53472
4	Epic	108	100	Staff-Weapon	2.81250	2.76157	2.76157
4	Epic	128	120	Staff-Weapon	2.97222	3.10463	3.10463
4	Epic	148	140	Staff-Weapon	3.52917	3.50046	3.50046
4	Epic	164	160	Staff-Weapon	4.00000	4.00972	4.00972
4	Epic	211	200	Staff-Weapon	4.50000	4.47759	4.47759
4	Epic	232	220	Staff-Weapon	4.93277	4.79228	4.79228
4	Epic	251	240	Staff-Weapon	4.94406	4.88950	4.88950
4	Epic	271	260	Staff-Weapon	4.79167	4.91191	4.91191
4	Epic	284	280	Staff-Weapon	5.00000	4.89584	4.91191

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  7. Create and Populate Table: ACSBV3_aux_stat_count_uncommon                                                         ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:54                                                                                            0604A (v1.0)
                                                                                                                           
COUNT(*)
16

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  8. Create and Populate Table: ACSBV3_aux_stat_count_rare                                                             ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:55                                                                                            0604A (v1.0)
                                                                                                                           
COUNT(*)
16

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  9. Create and Populate Table: ACSBV3_aux_stat_count_epic                                                             ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:56                                                                                            0604A (v1.0)
                                                                                                                           
COUNT(*)
16

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  10. Create and Populate Table: ACSBV3_aux_stat_count                                                                 ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:58:58                                                                                            0604A (v1.0)
                                                                                                                           
ItemLevelBracket	QualityName	1H	2H	Staff	Ranged	Thrown	Wand	Major	Moderate	Minor	Back	Shield	Accessory
0	Uncommon	1	2	1	1	1	1	2	1	2	2	2	2
20	Uncommon	1	2	1	1	1	1	2	2	2	2	2	2
40	Uncommon	1	2	1	1	1	1	2	2	2	2	2	2
60	Uncommon	1	2	2	1	1	1	2	2	2	2	2	2
80	Uncommon	2	2	2	1	1	1	2	2	2	2	2	2
100	Uncommon	2	2	2	1	1	1	2	2	2	2	2	2
120	Uncommon	2	2	2	1	1	1	2	3	2	2	2	2
140	Uncommon	2	2	2	1	2	1	3	3	3	2	3	2
160	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
180	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
200	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
220	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
240	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
260	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
280	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
300	Uncommon	2	2	2	1	2	1	4	3	3	2	3	3
0	Rare	2	2	1	1	1	1	3	1	2	2	2	1
20	Rare	2	2	2	1	1	1	3	2	2	2	2	2
40	Rare	2	2	2	1	1	1	3	2	2	2	2	2
60	Rare	2	2	2	2	2	2	3	3	2	2	2	2
80	Rare	2	2	2	2	2	2	3	3	2	2	2	2
100	Rare	2	2	3	2	2	2	3	3	3	2	2	2
120	Rare	2	2	3	2	2	2	3	3	3	2	3	3
140	Rare	2	2	3	2	2	2	3	3	3	3	3	3
160	Rare	2	3	3	2	2	2	3	3	3	3	3	3
180	Rare	3	3	3	3	3	3	4	3	3	3	3	3
200	Rare	3	3	4	3	3	3	4	4	4	3	3	3
220	Rare	3	3	4	3	3	3	4	4	4	3	3	3
240	Rare	3	3	4	3	3	3	4	4	4	3	3	3
260	Rare	3	3	4	3	3	3	4	4	4	3	3	3
280	Rare	3	3	4	3	3	3	4	4	4	3	3	3
300	Rare	3	3	4	3	3	3	4	4	4	3	3	3
0	Epic	2	2	1	1	2	1	2	1	2	2	2	2
20	Epic	2	2	1	1	2	1	2	1	2	2	2	2
40	Epic	2	2	2	1	2	1	2	2	3	2	2	2
60	Epic	2	2	2	1	2	2	2	2	3	2	2	2
80	Epic	2	2	3	1	2	2	3	3	3	2	2	2
100	Epic	2	2	3	2	3	2	3	3	3	2	2	2
120	Epic	3	3	3	2	3	2	3	3	4	2	3	3
140	Epic	3	3	4	3	3	3	4	4	4	3	3	3
160	Epic	3	3	4	3	3	3	4	4	4	3	3	3
180	Epic	3	3	4	3	3	3	4	4	4	3	3	3
200	Epic	4	4	4	3	4	4	4	4	4	4	4	4
220	Epic	4	4	5	4	4	5	5	5	5	5	4	4
240	Epic	4	4	5	4	5	5	5	5	5	5	4	5
260	Epic	5	4	5	5	5	5	5	5	5	5	4	5
280	Epic	5	4	5	5	5	5	5	5	5	5	4	5
300	Epic	5	4	5	5	5	5	5	5	5	5	4	5

                                                                                                                           
2025-12-19 18:58:59                                                                                            0604A (v1.0)
###########################################################################################################################
##  END PRINT OUT                                                                                                        ##
###########################################################################################################################
                                                                                                                           
                                                                                                                           
