
                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  1. Basic Research: Buy/Sell Price in ACSBV3_ref_dataset.                                                             ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:59:14                                                                                            0700C (v1.0)
                                                                                                                           

  +----------------------------------------------+---------+-----------+  
  |                                              |  Count  |   Ratio   |  
  +----------------------------------------------+---------+-----------+  
  |                                              |         |           |  
  |  ACSBV3_ref_dataset: Total Items             |  18318  |  100.00%  |  
  |                                              |         |           |  
  |  Dataset items with a Buy  Price             |  13097  |   71.50%  |  
  |  Dataset items with a Sell Price             |  13103  |   71.53%  |  
  |                                              |         |           |  
  |  Dataset items with both Buy and Sell Price  |  13096  |   71.49%  |  
  |  Dataset items without a Buy  or Sell Price  |   5214  |   28.46%  |  
  |                                              |         |           |  
  +----------------------------------------------+---------+-----------+  
                                                                          

<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->
 Group Information:                                                             | Buy Information:                                    |                | Sell Information:                                   
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 | Quality   | Slot Group     | iLvl | {lv} |   AVG Budget | Items |  Ratio % | | |  iLvl Ratio % |  Budget Ratio |       Buy Price | |     Ratio %    | |   Sell Price    |  Budget Ratio |  iLvl Ratio % | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 | Rare      | ANY            |  113 |  110 |    173.53214 | 13096 | 100.000% | | |      0.04010% |      0.06152% |      282061.733 | |     17.66900%  | |       49837.377 |      0.34820% |      0.22670% | 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
                                                                                |                                                     |                |                                                     
<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->

                                                                                                                           
                                                                                                                           
###########################################################################################################################
##                                                                                                                       ##
##  2. Basic Research: Buy/Sell Price in ACSBV3_ref_dataset. [GROUP BY Quality, slot_group]                              ##
##                                                                                                                       ##
###########################################################################################################################
2025-12-19 18:59:14                                                                                            0700C (v1.0)
                                                                                                                           

<-------------------------------------------------------------------------------+-----------------------------------------------------+----------------+---------------------------------------------------->
 Group Information:                                                             | Buy Information:                                    |                | Sell Information:                                   
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 | Quality   | Slot Group     | iLvl | {lv} |   AVG Budget | Items |  Ratio % | | |  iLvl Ratio % |  Budget Ratio |       Buy Price | |     Ratio %    | |   Sell Price    |  Budget Ratio |  iLvl Ratio % | 
 +-----------+----------------+------+------+--------------+-------+----------+ | +---------------+---------------+-----------------+ |:--------------:| +-----------------+---------------+---------------+ 
 |           |                |      |      |              |       |          | | |               |               |                 | |                | |                 |               |               | 
 | Uncommon  | Moderate-Armor |  153 |  150 |    135.26452 |    31 |   0.237% | | |      0.07610% |      0.06730% |      200995.839 | |     20.00000%  | |       40198.710 |      0.33649% |      0.38060% | 
 | Uncommon  | Moderate-Armor |  164 |  160 |    143.45263 |    19 |   0.145% | | |      0.07800% |      0.06819% |      210378.474 | |     20.00000%  | |       42075.211 |      0.34094% |      0.38980% | 
 | Uncommon  | Moderate-Armor |  174 |  170 |    120.02500 |    24 |   0.183% | | |      0.07910% |      0.05460% |      219837.042 | |     20.00000%  | |       43967.083 |      0.27299% |      0.39580% | 
 | Uncommon  | Moderate-Armor |  182 |  180 |    125.42500 |     8 |   0.061% | | |      0.08080% |      0.05567% |      225316.125 | |     20.00000%  | |       45062.625 |      0.27833% |      0.40390% | 
 | Uncommon  | Shield         |   15 |   10 |     65.55294 |    17 |   0.130% | | |      0.61280% |      2.67820% |        2447.647 | |     19.98600%  | |         489.177 |     13.40066% |      3.06640% | 
 | Uncommon  | Shield         |   24 |   20 |     95.65577 |    26 |   0.199% | | |      0.29510% |      1.17605% |        8133.615 | |     19.99500%  | |        1626.308 |      5.88177% |      1.47570% | 
 | Uncommon  | Shield         |   35 |   30 |    134.32037 |    27 |   0.206% | | |      0.15050% |      0.57776% |       23248.556 | |     19.99800%  | |        4649.296 |      2.88905% |      0.75280% | 
 | Uncommon  | Shield         |   44 |   40 |    260.95000 |    23 |   0.176% | | |      0.08810% |      0.52270% |       49923.304 | |     19.99900%  | |        9984.217 |      2.61363% |      0.44070% | 
 | Uncommon  | Shield         |   55 |   50 |    340.28846 |    26 |   0.199% | | |      0.05510% |      0.34114% |       99749.962 | |     20.00000%  | |       19949.654 |      1.70574% |      0.27570% | 
 | Uncommon  | Shield         |   63 |   60 |    386.00625 |    16 |   0.122% | | |      0.04570% |      0.28024% |      137739.375 | |     20.00000%  | |       27547.563 |      1.40124% |      0.22870% | 
 | Uncommon  | Shield         |   84 |   80 |    502.60000 |     3 |   0.023% | | |      0.04680% |      0.28007% |      179457.333 | |     20.00000%  | |       35891.000 |      1.40035% |      0.23400% | 
 | Uncommon  | Shield         |   95 |   90 |    562.10000 |     4 |   0.031% | | |      0.04940% |      0.29243% |      192217.250 | |     20.00000%  | |       38443.000 |      1.46216% |      0.24710% | 
 | Uncommon  | Shield         |  105 |  100 |    621.60000 |     3 |   0.023% | | |      0.04910% |      0.29045% |      214011.667 | |     20.00000%  | |       42802.000 |      1.45227% |      0.24530% | 
 | Uncommon  | Shield         |  114 |  110 |    672.60000 |     3 |   0.023% | | |      0.04890% |      0.28854% |      233104.000 | |     20.00000%  | |       46620.333 |      1.44272% |      0.24450% | 
 | Uncommon  | Shield         |  120 |  120 |    706.60000 |     1 |   0.008% | | |      0.04880% |      0.28721% |      246018.000 | |     20.00000%  | |       49203.000 |      1.43609% |      0.24390% | 
 | Uncommon  | Shield         |  134 |  130 |    798.93333 |     3 |   0.023% | | |      0.04880% |      0.29087% |      274672.333 | |     20.00000%  | |       54934.000 |      1.45435% |      0.24390% | 
 | Uncommon  | Shield         |  143 |  140 |    902.56667 |     3 |   0.023% | | |      0.04930% |      0.31136% |      289882.667 | |     20.00000%  | |       57976.333 |      1.55678% |      0.24670% | 
 | Uncommon  | Shield         |  154 |  150 |    942.93333 |     3 |   0.023% | | |      0.04840% |      0.29648% |      318038.000 | |     20.00000%  | |       63607.333 |      1.48243% |      0.24210% | 
 | Uncommon  | Shield         |  162 |  160 |    990.40000 |     1 |   0.008% | | |      0.05190% |      0.31736% |      312078.000 | |     20.00000%  | |       62415.000 |      1.58680% |      0.25960% | 
 | Uncommon  | Shield         |  174 |  170 |   1061.73333 |     3 |   0.023% | | |      0.05160% |      0.31463% |      337458.000 | |     20.00000%  | |       67491.333 |      1.57314% |      0.25780% | 
 | Uncommon  | Shield         |  182 |  180 |   1109.20000 |     1 |   0.008% | | |      0.05130% |      0.31277% |      354643.000 | |     20.00000%  | |       70928.000 |      1.56384% |      0.25660% | 
 | Rare      | 1H-Weapon      |   18 |   10 |     14.80385 |     2 |   0.015% | | |      0.28730% |      0.23629% |        6265.000 | |     19.99200%  | |        1252.500 |      1.18194% |      1.43710% | 
 | Rare      | 1H-Weapon      |   24 |   20 |     19.95523 |    40 |   0.305% | | |      0.15250% |      0.12683% |       15733.500 | |     19.99700%  | |        3146.225 |      0.63426% |      0.76280% | 
 | Rare      | 1H-Weapon      |   35 |   30 |     28.02212 |    39 |   0.298% | | |      0.08230% |      0.06590% |       42525.359 | |     19.99900%  | |        8504.667 |      0.32949% |      0.41150% | 
 | Rare      | 1H-Weapon      |   45 |   40 |     36.14490 |    27 |   0.206% | | |      0.04500% |      0.03616% |       99959.815 | |     20.00000%  | |       19991.593 |      0.18080% |      0.22510% | 
 | Rare      | 1H-Weapon      |   55 |   50 |     41.52353 |    57 |   0.435% | | |      0.02930% |      0.02215% |      187449.281 | |     20.00000%  | |       37489.404 |      0.11076% |      0.14670% | 
 | Rare      | 1H-Weapon      |   63 |   60 |     48.28762 |    59 |   0.451% | | |      0.02430% |      0.01866% |      258755.237 | |     20.00000%  | |       51750.576 |      0.09331% |      0.12170% | 
 | Rare      | 1H-Weapon      |   87 |   80 |     71.62398 |     6 |   0.046% | | |      0.02560% |      0.02106% |      340085.667 | |     20.00000%  | |       68016.667 |      0.10530% |      0.12790% | 
 | Rare      | 1H-Weapon      |   94 |   90 |     80.43450 |    12 |   0.092% | | |      0.02590% |      0.02218% |      362602.000 | |     20.00000%  | |       72520.000 |      0.11091% |      0.12960% | 
 | Rare      | 1H-Weapon      |  102 |  100 |     87.85443 |     8 |   0.061% | | |      0.02630% |      0.02264% |      388081.875 | |     20.00000%  | |       77616.000 |      0.11319% |      0.13140% | 
 | Rare      | 1H-Weapon      |  115 |  110 |     91.15800 |    54 |   0.412% | | |      0.02610% |      0.02072% |      439848.056 | |     20.00000%  | |       87969.185 |      0.10362% |      0.13070% | 
 | Rare      | 1H-Weapon      |  134 |  130 |    150.76176 |     1 |   0.008% | | |      0.02540% |      0.02854% |      528182.000 | |     20.00000%  | |      105636.000 |      0.14272% |      0.12690% | 
 | Rare      | 1H-Weapon      |  146 |  140 |    129.27778 |     1 |   0.008% | | |      0.02620% |      0.02319% |      557434.000 | |     20.00000%  | |      111486.000 |      0.11596% |      0.13100% | 
 | Rare      | 1H-Weapon      |  155 |  150 |    131.85577 |     6 |   0.046% | | |      0.02730% |      0.02318% |      568795.500 | |     20.00000%  | |      113758.667 |      0.11591% |      0.13630% | 
 | Rare      | 1H-Weapon      |  165 |  160 |    169.66242 |    10 |   0.076% | | |      0.02720% |      0.02796% |      606763.300 | |     20.00000%  | |      121352.500 |      0.13981% |      0.13600% | 
 | Rare      | 1H-Weapon      |  176 |  170 |    211.22668 |     8 |   0.061% | | |      0.02700% |      0.03243% |      651366.375 | |     20.00000%  | |      130273.000 |      0.16214% |      0.13510% | 
 | Rare      | 1H-Weapon      |  187 |  180 |    215.68699 |    15 |   0.115% | | |      0.02760% |      0.03178% |      678746.000 | |     20.00000%  | |      135748.867 |      0.15889% |      0.13780% | 
 | Rare      | 1H-Weapon      |  200 |  200 |    247.93187 |    17 |   0.130% | | |      0.02700% |      0.03346% |      741000.941 | |     20.00000%  | |      148199.824 |      0.16730% |      0.13500% | 
 | Rare      | 2H-Weapon      |   25 |   20 |     30.80372 |    28 |   0.214% | | |      0.12240% |      0.15086% |       20419.000 | |     19.99800%  | |        4083.429 |      0.75436% |      0.61220% | 
 | Rare      | 2H-Weapon      |   35 |   30 |     44.04900 |    17 |   0.130% | | |      0.06190% |      0.07789% |       56550.412 | |     19.99900%  | |       11309.647 |      0.38948% |      0.30950% | 
 | Rare      | 2H-Weapon      |   45 |   40 |     55.58876 |    23 |   0.176% | | |      0.03580% |      0.04418% |      125831.826 | |     20.00000%  | |       25165.957 |      0.22089% |      0.17880% | 
 | Rare      | 2H-Weapon      |   55 |   50 |     61.43961 |    33 |   0.252% | | |      0.02310% |      0.02585% |      237638.152 | |     20.00000%  | |       47527.182 |      0.12927% |      0.11570% | 
 | Rare      | 2H-Weapon      |   63 |   60 |     68.29180 |    29 |   0.221% | | |      0.02100% |      0.02281% |      299346.069 | |     20.00000%  | |       59868.828 |      0.11407% |      0.10520% | 
 | Rare      | 2H-Weapon      |   71 |   70 |    103.51364 |     1 |   0.008% | | |      0.02030% |      0.02960% |      349713.000 | |     20.00000%  | |       69942.000 |      0.14800% |      0.10150% | 
 | Rare      | 2H-Weapon      |   86 |   80 |    134.55832 |     4 |   0.031% | | |      0.02060% |      0.03224% |      417362.000 | |     20.00000%  | |       83472.000 |      0.16120% |      0.10300% | 
 | Rare      | 2H-Weapon      |   96 |   90 |    149.62468 |     2 |   0.015% | | |      0.02090% |      0.03254% |      459815.500 | |     20.00000%  | |       91962.500 |      0.16270% |      0.10440% | 
 | Rare      | 2H-Weapon      |  100 |  100 |    133.19523 |     3 |   0.023% | | |      0.02030% |      0.02709% |      491674.333 | |     20.00000%  | |       98334.667 |      0.13545% |      0.10170% | 
 | Rare      | 2H-Weapon      |  115 |  110 |    167.56216 |    19 |   0.145% | | |      0.02110% |      0.03081% |      543832.053 | |     20.00000%  | |      108765.947 |      0.15406% |      0.10570% | 
 | Rare      | 2H-Weapon      |  146 |  140 |    285.76429 |     1 |   0.008% | | |      0.02180% |      0.04272% |      669000.000 | |     20.00000%  | |      133800.000 |      0.21358% |      0.10910% | 
 | Rare      | 2H-Weapon      |  157 |  150 |    235.72813 |     4 |   0.031% | | |      0.02170% |      0.03257% |      723835.250 | |     20.00000%  | |      144766.750 |      0.16283% |      0.10850% | 
 | Rare      | 2H-Weapon      |  175 |  170 |    277.21774 |     2 |   0.015% | | |      0.02100% |      0.03322% |      834371.000 | |     20.00000%  | |      166873.500 |      0.16612% |      0.10490% | 
 | Rare      | 2H-Weapon      |  187 |  180 |    378.68600 |     4 |   0.031% | | |      0.02170% |      0.04398% |      860971.750 | |     20.00000%  | |      172194.250 |      0.21992% |      0.10860% | 
 | Rare      | 2H-Weapon      |  200 |  200 |    409.20978 |     7 |   0.053% | | |      0.02200% |      0.04495% |      910399.143 | |     20.00000%  | |      182079.429 |      0.22474% |      0.10980% | 
 | Rare      | Ranged-Thrown  |   60 |   60 |     62.96364 |     1 |   0.008% | | |      0.63830% |      0.66983% |        9400.000 | |     25.00000%  | |        2350.000 |      2.67930% |      2.55320% | 
 | Rare      | Ranged-Thrown  |   94 |   90 |     82.92143 |     1 |   0.008% | | |      0.06410% |      0.05650% |      146756.000 | |     25.00000%  | |       36689.000 |      0.22601% |      0.25620% | 
 | Rare      | Ranged-Thrown  |  113 |  110 |    115.98210 |     4 |   0.031% | | |      0.07440% |      0.07632% |      151964.000 | |     25.00000%  | |       37991.000 |      0.30529% |      0.29740% | 
 | Rare      | Ranged-Thrown  |  171 |  170 |    185.91471 |     1 |   0.008% | | |      0.13720% |      0.14919% |      124616.000 | |     25.00000%  | |       31154.000 |      0.59676% |      0.54890% | 
 | Rare      | Ranged-Thrown  |  187 |  180 |    227.00574 |     2 |   0.015% | | |      0.11890% |      0.14437% |      157234.000 | |     25.00000%  | |       39308.500 |      0.57750% |      0.47570% | 
 | Rare      | Ranged-Thrown  |  200 |  200 |    231.40000 |     1 |   0.008% | | |      0.11370% |      0.13151% |      175952.000 | |     25.00000%  | |       43988.000 |      0.52605% |      0.45470% | 
 | Rare      | Ranged-Wand    |   23 |   20 |     22.81739 |     4 |   0.031% | | |      0.24910% |      0.24710% |        9234.000 | |     19.99700%  | |        1846.500 |      1.23571% |      1.24560% | 
 | Rare      | Ranged-Wand    |   37 |   30 |     34.35723 |     4 |   0.031% | | |      0.09630% |      0.08946% |       38403.000 | |     19.99800%  | |        7680.000 |      0.44736% |      0.48180% | 
 | Rare      | Ranged-Wand    |   43 |   40 |     42.41541 |     4 |   0.031% | | |      0.06770% |      0.06677% |       63529.250 | |     19.99900%  | |       12705.500 |      0.33384% |      0.33840% | 
 | Rare      | Ranged-Wand    |   55 |   50 |     57.96524 |     9 |   0.069% | | |      0.03830% |      0.04039% |      143522.556 | |     20.00000%  | |       28704.111 |      0.20194% |      0.19160% | 
 | Rare      | Ranged-Wand    |   63 |   60 |     68.05182 |     8 |   0.061% | | |      0.03280% |      0.03544% |      192041.625 | |     20.00000%  | |       38408.000 |      0.17718% |      0.16400% | 
 | Rare      | Ranged-Wand    |   94 |   90 |    119.13619 |     2 |   0.015% | | |      0.03410% |      0.04319% |      275872.000 | |     20.00000%  | |       55174.000 |      0.21593% |      0.17040% | 
 | Rare      | Ranged-Wand    |  114 |  110 |    151.33611 |     4 |   0.031% | | |      0.03520% |      0.04678% |      323524.250 | |     20.00000%  | |       64704.500 |      0.23389% |      0.17620% | 
 | Rare      | Ranged-Wand    |  159 |  150 |    206.40000 |     1 |   0.008% | | |      0.03580% |      0.04647% |      444168.000 | |     20.00000%  | |       88833.000 |      0.23235% |      0.17900% | 
 | Rare      | Ranged-Wand    |  166 |  160 |    242.56190 |     2 |   0.015% | | |      0.03630% |      0.05301% |      457561.000 | |     20.00000%  | |       91512.000 |      0.26506% |      0.18140% | 
 | Rare      | Ranged-Wand    |  175 |  170 |    232.18889 |     2 |   0.015% | | |      0.03680% |      0.04889% |      474966.500 | |     20.00000%  | |       94993.000 |      0.24443% |      0.18420% | 
 | Rare      | Ranged-Wand    |  187 |  180 |    273.86042 |     4 |   0.031% | | |      0.03650% |      0.05350% |      511846.500 | |     20.00000%  | |      102369.000 |      0.26752% |      0.18270% | 
 | Rare      | Ranged-Wand    |  200 |  200 |    287.11667 |     2 |   0.015% | | |      0.03630% |      0.05209% |      551218.500 | |     20.00000%  | |      110243.500 |      0.26044% |      0.18140% | 
 | Rare      | Ranged-Weapon  |   25 |   20 |     17.47944 |     6 |   0.046% | | |      0.19290% |      0.13490% |       12957.667 | |     19.99700%  | |        2591.167 |      0.67458% |      0.96480% | 
 | Rare      | Ranged-Weapon  |   34 |   30 |     22.78825 |     8 |   0.061% | | |      0.10810% |      0.07244% |       31458.875 | |     19.99800%  | |        6291.250 |      0.36222% |      0.54040% | 
 | Rare      | Ranged-Weapon  |   44 |   40 |     33.78259 |     9 |   0.069% | | |      0.06810% |      0.05231% |       64586.333 | |     20.00000%  | |       12917.000 |      0.26154% |      0.34060% | 
 | Rare      | Ranged-Weapon  |   55 |   50 |     41.70215 |    12 |   0.092% | | |      0.03740% |      0.02837% |      146975.500 | |     20.00000%  | |       29394.667 |      0.14187% |      0.18710% | 
 | Rare      | Ranged-Weapon  |   63 |   60 |     50.97852 |    13 |   0.099% | | |      0.03250% |      0.02632% |      193692.231 | |     20.00000%  | |       38738.154 |      0.13160% |      0.16260% | 
 | Rare      | Ranged-Weapon  |   88 |   80 |     62.40000 |     1 |   0.008% | | |      0.03340% |      0.02366% |      263755.000 | |     20.00000%  | |       52751.000 |      0.11829% |      0.16680% | 
 | Rare      | Ranged-Weapon  |   94 |   90 |     74.08072 |     2 |   0.015% | | |      0.03440% |      0.02711% |      273239.500 | |     20.00000%  | |       54647.500 |      0.13556% |      0.17200% | 
 | Rare      | Ranged-Weapon  |  104 |  100 |     71.64167 |     2 |   0.015% | | |      0.03530% |      0.02435% |      294239.500 | |     20.00000%  | |       58847.500 |      0.12174% |      0.17670% | 
 | Rare      | Ranged-Weapon  |  114 |  110 |     87.09565 |    13 |   0.099% | | |      0.03490% |      0.02664% |      326972.539 | |     20.00000%  | |       65394.077 |      0.13319% |      0.17430% | 
 | Rare      | Ranged-Weapon  |  165 |  160 |    146.63648 |     4 |   0.031% | | |      0.03630% |      0.03227% |      454387.000 | |     20.00000%  | |       90877.000 |      0.16136% |      0.18160% | 
 | Rare      | Ranged-Weapon  |  177 |  170 |    152.44374 |     2 |   0.015% | | |      0.03730% |      0.03217% |      473914.000 | |     20.00000%  | |       94782.500 |      0.16084% |      0.18670% | 
 | Rare      | Ranged-Weapon  |  187 |  180 |    166.91310 |     2 |   0.015% | | |      0.03490% |      0.03117% |      535566.000 | |     20.00000%  | |      107113.000 |      0.15583% |      0.17460% | 
 | Rare      | Ranged-Weapon  |  200 |  200 |    171.34311 |     4 |   0.031% | | |      0.03660% |      0.03136% |      546434.500 | |     20.00000%  | |      109286.500 |      0.15678% |      0.18300% | 
 | Rare      | Staff-Weapon   |   25 |   20 |     32.20360 |    10 |   0.076% | | |      0.12160% |      0.15666% |       20555.800 | |     19.99800%  | |        4110.700 |      0.78341% |      0.60820% | 
 | Rare      | Staff-Weapon   |   35 |   30 |     42.62654 |     7 |   0.053% | | |      0.07200% |      0.08769% |       48611.857 | |     19.99900%  | |        9722.000 |      0.43845% |      0.36000% | 
 | Rare      | Staff-Weapon   |   46 |   40 |     56.74412 |     6 |   0.046% | | |      0.03610% |      0.04456% |      127339.833 | |     20.00000%  | |       25467.500 |      0.22281% |      0.18060% | 
 | Rare      | Staff-Weapon   |   55 |   50 |     73.79625 |     7 |   0.053% | | |      0.02330% |      0.03127% |      235981.714 | |     20.00000%  | |       47195.857 |      0.15636% |      0.11650% | 
 | Rare      | Staff-Weapon   |   62 |   60 |     79.97826 |    10 |   0.076% | | |      0.02180% |      0.02806% |      284983.300 | |     20.00000%  | |       56996.300 |      0.14032% |      0.10880% | 
 | Rare      | Staff-Weapon   |   85 |   80 |    142.15714 |     2 |   0.015% | | |      0.02050% |      0.03435% |      413822.500 | |     20.00000%  | |       82764.000 |      0.17176% |      0.10270% | 
 | Rare      | Staff-Weapon   |   95 |   90 |    164.72360 |     3 |   0.023% | | |      0.02070% |      0.03588% |      459150.333 | |     20.00000%  | |       91829.667 |      0.17938% |      0.10350% | 
 | Rare      | Staff-Weapon   |  105 |  100 |    134.44762 |     2 |   0.015% | | |      0.02150% |      0.02750% |      488980.500 | |     20.00000%  | |       97795.500 |      0.13748% |      0.10740% | 
 | Rare      | Staff-Weapon   |  115 |  110 |    164.70568 |    13 |   0.099% | | |      0.02100% |      0.03001% |      548806.308 | |     20.00000%  | |      109760.846 |      0.15006% |      0.10480% | 
 | Rare      | Staff-Weapon   |  138 |  130 |    196.42500 |     1 |   0.008% | | |      0.02080% |      0.02959% |      663751.000 | |     20.00000%  | |      132750.000 |      0.14797% |      0.10400% | 
 | Rare      | Staff-Weapon   |  158 |  150 |    356.53333 |     1 |   0.008% | | |      0.02250% |      0.05086% |      701021.000 | |     20.00000%  | |      140204.000 |      0.25430% |      0.11270% | 
 | Rare      | Staff-Weapon   |  163 |  160 |    242.82604 |     2 |   0.015% | | |      0.02170% |      0.03230% |      751728.500 | |     20.00000%  | |      150345.000 |      0.16151% |      0.10840% | 
 | Rare      | Staff-Weapon   |  175 |  170 |    286.86349 |     3 |   0.023% | | |      0.02180% |      0.03568% |      803944.333 | |     20.00000%  | |      160788.333 |      0.17841% |      0.10880% | 
 | Rare      | Staff-Weapon   |  187 |  180 |    341.61588 |     3 |   0.023% | | |      0.02180% |      0.03982% |      857930.333 | |     20.00000%  | |      171586.000 |      0.19909% |      0.10900% | 
 | Rare      | Staff-Weapon   |  200 |  200 |    437.88973 |     5 |   0.038% | | |      0.02180% |      0.04777% |      916749.200 | |     20.00000%  | |      183349.400 |      0.23883% |      0.10910% | 
 | Rare      | Accessory      |   19 |   10 |      4.00000 |     1 |   0.008% | | |      0.71290% |      0.15009% |        2665.000 | |     24.99100%  | |         666.000 |      0.60060% |      2.85290% | 
 | Rare      | Accessory      |   25 |   20 |      7.43214 |    14 |   0.107% | | |      0.43480% |      0.12927% |        5749.500 | |     24.99500%  | |        1437.071 |      0.51717% |      1.73960% | 
 | Rare      | Accessory      |   35 |   30 |     11.78947 |    19 |   0.145% | | |      0.26000% |      0.08756% |       13463.684 | |     24.99800%  | |        3365.684 |      0.35028% |      1.03990% | 
 | Rare      | Accessory      |   44 |   40 |     15.29412 |    17 |   0.130% | | |      0.15770% |      0.05483% |       27895.882 | |     24.99900%  | |        6973.824 |      0.21931% |      0.63090% | 
 | Rare      | Accessory      |   56 |   50 |     15.86719 |    32 |   0.244% | | |      0.10140% |      0.02873% |       55231.156 | |     25.00000%  | |       13807.531 |      0.11492% |      0.40560% | 
 | Rare      | Accessory      |   63 |   60 |     16.90098 |    51 |   0.389% | | |      0.06040% |      0.01620% |      104327.784 | |     24.24800%  | |       25297.294 |      0.06681% |      0.24900% | 
 | Rare      | Accessory      |   72 |   70 |     14.42500 |     6 |   0.046% | | |      0.02860% |      0.00573% |      251842.833 | |     25.00000%  | |       62960.333 |      0.02291% |      0.11440% | 
 | Rare      | Accessory      |   85 |   80 |     35.68125 |     8 |   0.061% | | |      0.07260% |      0.03047% |      117109.500 | |     25.00000%  | |       29277.000 |      0.12187% |      0.29030% | 
 | Rare      | Accessory      |   95 |   90 |     26.01875 |     8 |   0.061% | | |      0.07590% |      0.02078% |      125223.125 | |     25.00000%  | |       31305.500 |      0.08311% |      0.30350% | 
 | Rare      | Accessory      |  105 |  100 |     37.35278 |    18 |   0.137% | | |      0.10900% |      0.03878% |       96317.556 | |     25.00000%  | |       24079.222 |      0.15512% |      0.43610% | 
 | Rare      | Accessory      |  115 |  110 |     39.27857 |    77 |   0.588% | | |      0.08600% |      0.02939% |      133656.156 | |     25.00000%  | |       33413.792 |      0.11755% |      0.34420% | 
 | Rare      | Accessory      |  134 |  130 |     73.26667 |     3 |   0.023% | | |      0.09110% |      0.04982% |      147056.333 | |     25.00000%  | |       36763.667 |      0.19929% |      0.36450% | 
 | Rare      | Accessory      |  144 |  140 |     72.72500 |     2 |   0.015% | | |      0.09160% |      0.04627% |      157159.500 | |     25.00000%  | |       39289.500 |      0.18510% |      0.36650% | 
 | Rare      | Accessory      |  157 |  150 |     78.76667 |    12 |   0.092% | | |      0.17510% |      0.08785% |       89664.500 | |     25.00000%  | |       22416.000 |      0.35139% |      0.70040% | 
 | Rare      | Accessory      |  166 |  160 |     89.75000 |     9 |   0.069% | | |      0.09030% |      0.04880% |      183914.667 | |     25.00000%  | |       45978.333 |      0.19520% |      0.36100% | 
 | Rare      | Accessory      |  175 |  170 |     96.47222 |     9 |   0.069% | | |      0.09270% |      0.05112% |      188703.889 | |     25.00000%  | |       47175.556 |      0.20450% |      0.37100% | 
 | Rare      | Accessory      |  186 |  180 |    102.54000 |    20 |   0.153% | | |      0.09410% |      0.05185% |      197764.650 | |     25.00000%  | |       49440.500 |      0.20740% |      0.37620% | 
 | Rare      | Accessory      |  200 |  200 |    123.29697 |    33 |   0.252% | | |      0.08950% |      0.05517% |      223481.849 | |     25.00000%  | |       55870.242 |      0.22068% |      0.35800% | 
 | Rare      | Back           |   19 |   10 |     10.40000 |     2 |   0.015% | | |      0.93410% |      0.51131% |        2034.000 | |     19.98500%  | |         406.500 |      2.55843% |      4.67400% | 
 | Rare      | Back           |   24 |   20 |     12.72500 |    12 |   0.092% | | |      0.51500% |      0.27306% |        4660.083 | |     19.99100%  | |         931.583 |      1.36595% |      2.57630% | 
 | Rare      | Back           |   36 |   30 |     19.52000 |     5 |   0.038% | | |      0.26640% |      0.14445% |       13513.000 | |     19.99600%  | |        2702.000 |      0.72243% |      1.33230% | 
 | Rare      | Back           |   44 |   40 |     24.50000 |     8 |   0.061% | | |      0.17900% |      0.09969% |       24576.875 | |     19.99800%  | |        4915.000 |      0.49847% |      0.89520% | 
 | Rare      | Back           |   56 |   50 |     23.77500 |    18 |   0.137% | | |      0.09520% |      0.04040% |       58848.278 | |     19.99900%  | |       11769.222 |      0.20201% |      0.47580% | 
 | Rare      | Back           |   62 |   60 |     27.79200 |    25 |   0.191% | | |      0.08380% |      0.03756% |       73992.840 | |     20.00000%  | |       14798.200 |      0.18781% |      0.41900% | 
 | Rare      | Back           |   72 |   70 |     29.97500 |     4 |   0.031% | | |      0.08360% |      0.03481% |       86108.000 | |     19.99900%  | |       17221.000 |      0.17406% |      0.41810% | 
 | Rare      | Back           |   87 |   80 |     39.05000 |     2 |   0.015% | | |      0.08300% |      0.03724% |      104873.500 | |     20.00000%  | |       20974.500 |      0.18618% |      0.41480% | 
 | Rare      | Back           |   94 |   90 |     49.67143 |     7 |   0.053% | | |      0.08790% |      0.04647% |      106887.571 | |     20.00000%  | |       21377.286 |      0.23236% |      0.43970% | 
 | Rare      | Back           |  107 |  100 |     41.04375 |     8 |   0.061% | | |      0.08730% |      0.03349% |      122549.875 | |     20.00000%  | |       24509.500 |      0.16746% |      0.43660% | 
 | Rare      | Back           |  114 |  110 |     52.18710 |    31 |   0.237% | | |      0.08770% |      0.04013% |      130030.548 | |     20.00000%  | |       26005.742 |      0.20068% |      0.43840% | 
