"entry","entry","Quality","QualityName","ItemLevel","ItemLevelBracket","slot_group","slot_group_desc","slot","slot_name","class","class_name","subclass","subclass_name","InventoryType","InventoryTypeName","RequiredLevel","RequiredLevelBracket","BuyPrice","SellPrice","weight","drop_environment","source_type","stat_type1","stat_value1","stat_cost1","stat_total1","stat_type2","stat_value2","stat_cost2","stat_total2","stat_type3","stat_value3","stat_cost3","stat_total3","stat_type4","stat_value4","stat_cost4","stat_total4","stat_type5","stat_value5","stat_cost5","stat_total5","stat_type6","stat_value6","stat_cost6","stat_total6","stat_type7","stat_value7","stat_cost7","stat_total7","stat_type8","stat_value8","stat_cost8","stat_total8","stat_type9","stat_value9","stat_cost9","stat_total9","stat_type10","stat_value10","stat_cost10","stat_total10","stat_sum","dmg_min1","dmg_max1","delay","DPS","armor","armorCost","RandomProperty","RandomSuffix","socketBonus","socketCost","budget_actual","mod_drop","mod_misc","mod_slot","mod_source","budget_normalized","budget_target_raw","budget_diff_raw","budget_perc_raw","budget_target_3pnt","budget_diff_3pnt","budget_perc_3pnt","budget_target_mono","budget_diff_mono","budget_perc_mono"
"1913","Studded Blackjack","1","Common","10","10","1H-Weapon","1H-Axe, 1H-Mace, 1H-Sword, Dagger, Fist-Weapon","20421","Weapon    | 1H-Mace       | Main-Hand         ","2","Weapon","4","1H-Mace","21","Main-Hand","5","10","743","148","0.5","World","Creature","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0.00000","5","10","1800","4.16667","0","0.00000","0","0","0","0.00000","4.16667","1.00","1.00","1.01","1.00","4.12542","7.60515","-3.47973","0.54245","7.47446","-3.34904","0.55194","7.47446","-3.34904","0.55194"
"22340","Pendant of Celerity","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","421315","65328","0.25","Raid","Creature","3","15","1.10","16.50000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","16.50000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","16.50000","1.00","1.00","0.37","1.00","44.59459","68.81097","-24.21638","0.64807","68.09519","-23.50060","0.65489","68.09519","-23.50060","0.65489"
"12103","Star of Mystaria","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","48630","12157","0.5","World","Creature","6","8","0.80","6.40000","5","9","0.90","8.10000","7","9","1.00","9.00000","31","8","0.85","6.80000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","30.30000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","30.30000","1.00","1.00","0.37","1.00","81.89189","68.81097","13.08092","1.19010","68.09519","13.79670","1.20261","68.09519","13.79670","1.20261"
"22327","Amulet of the Redeemed","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","10140","2535","0.5","World","Gameobject","5","9","0.90","8.10000","7","9","1.00","9.00000","6","8","0.80","6.40000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","23.50000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","23.50000","1.00","1.00","0.37","1.00","63.51351","68.81097","-5.29746","0.92301","68.09519","-4.58168","0.93272","68.09519","-4.58168","0.93272"
"20695","Abyssal War Beads","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","145012","36253","0.4978723198477995","World","Item_Loot","7","15","1.00","15.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","15.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","15.00000","1.00","1.00","0.37","1.00","40.54054","68.81097","-28.27043","0.58916","68.09519","-27.55465","0.59535","68.09519","-27.55465","0.59535"
"16335","Senior Sergeant's Insignia","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","0","0","1","World","Vendor","7","17","1.00","17.00000","6","7","0.80","5.60000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","22.60000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","22.60000","1.00","1.00","0.37","1.00","61.08108","68.81097","-7.72989","0.88766","68.09519","-7.01411","0.89700","68.09519","-7.01411","0.89700"
"18443","Master Sergeant's Insignia","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","0","0","1","World","Vendor","7","17","1.00","17.00000","6","7","0.80","5.60000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","22.60000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","22.60000","1.00","1.00","0.37","1.00","61.08108","68.81097","-7.72989","0.88766","68.09519","-7.01411","0.89700","68.09519","-7.01411","0.89700"
"19534","Scout's Medallion","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","0","0","1","World","Vendor","3","15","1.10","16.50000","7","10","1.00","10.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","26.50000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","26.50000","1.00","1.00","0.37","1.00","71.62162","68.81097","2.81065","1.04085","68.09519","3.52643","1.05179","68.09519","3.52643","1.05179"
"19538","Sentinel's Medallion","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40002","Equipment | Miscellaneous | Neck              ","4","Equipment","0","Miscellaneous","2","Neck","58","60","0","0","1","World","Vendor","3","15","1.10","16.50000","7","10","1.00","10.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","26.50000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","26.50000","1.00","1.00","0.37","1.00","71.62162","68.81097","2.81065","1.04085","68.09519","3.52643","1.05179","68.09519","3.52643","1.05179"
"13098","Painweaver Band","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","61130","15282","0.75","Dungeon","Creature","7","7","1.00","7.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","7.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","7.00000","1.00","1.00","0.36","1.00","19.44444","68.81097","-49.36653","0.28258","68.09519","-48.65075","0.28555","68.09519","-48.65075","0.28555"
"22339","Rune Band of Wizardry","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","61130","15282","0.25","Raid","Creature","7","7","1.00","7.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","7.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","7.00000","1.00","1.00","0.36","1.00","19.44444","68.81097","-49.36653","0.28258","68.09519","-48.65075","0.28555","68.09519","-48.65075","0.28555"
"22433","Don Mauricio's Band of Domination","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","61130","15282","0.5","World","Creature","7","5","1.00","5.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","5.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","5.00000","1.00","1.00","0.36","1.00","13.88889","68.81097","-54.92208","0.20184","68.09519","-54.20630","0.20396","68.09519","-54.20630","0.20396"
"22326","Amalgam's Band","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","61130","15282","0.5","World","Creature","5","6","0.90","5.40000","7","5","1.00","5.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","10.40000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","10.40000","1.00","1.00","0.36","1.00","28.88889","68.81097","-39.92208","0.41983","68.09519","-39.20630","0.42424","68.09519","-39.20630","0.42424"
"19109","Deep Rooted Ring","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","135681","33920","1","World","Creature","5","10","0.90","9.00000","7","10","1.00","10.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","19.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","19.00000","1.00","1.00","0.36","1.00","52.77778","68.81097","-16.03319","0.76700","68.09519","-15.31741","0.77506","68.09519","-15.31741","0.77506"
"13345","Seal of Rivendare","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","61830","15457","0.5","World","Creature","5","17","0.90","15.30000","6","7","0.80","5.60000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","20.90000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","20.90000","1.00","1.00","0.36","1.00","58.05556","68.81097","-10.75541","0.84370","68.09519","-10.03963","0.85256","68.09519","-10.03963","0.85256"
"18522","Band of the Ogre King","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","14501","3625","0.5","World","Creature","4","14","0.85","11.90000","7","13","1.00","13.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","24.90000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","24.90000","1.00","1.00","0.36","1.00","69.16667","68.81097","0.35570","1.00517","68.09519","1.07148","1.01574","68.09519","1.07148","1.01574"
"19518","Advisor's Ring","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","0","0","1","World","Vendor","7","8","1.00","8.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","8.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","8.00000","1.00","1.00","0.36","1.00","22.22222","68.81097","-46.58875","0.32295","68.09519","-45.87297","0.32634","68.09519","-45.87297","0.32634"
"19522","Lorekeeper's Ring","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","0","0","1","World","Vendor","7","8","1.00","8.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","8.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","8.00000","1.00","1.00","0.36","1.00","22.22222","68.81097","-46.58875","0.32295","68.09519","-45.87297","0.32634","68.09519","-45.87297","0.32634"
"19510","Legionnaire's Band","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","0","0","1","World","Vendor","4","12","0.85","10.20000","3","11","1.10","12.10000","7","8","1.00","8.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","30.30000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","30.30000","1.00","1.00","0.36","1.00","84.16667","68.81097","15.35570","1.22316","68.09519","16.07148","1.23601","68.09519","16.07148","1.23601"
"19514","Protector's Band","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40011","Equipment | Miscellaneous | Finger            ","4","Equipment","0","Miscellaneous","11","Finger","58","60","0","0","1","World","Vendor","4","12","0.85","10.20000","3","11","1.10","12.10000","7","8","1.00","8.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","30.30000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","30.30000","1.00","1.00","0.36","1.00","84.16667","68.81097","15.35570","1.22316","68.09519","16.07148","1.23601","68.09519","16.07148","1.23601"
"22253","Tome of the Lost","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40023","Equipment | Miscellaneous | Off-Hand-Equipment","4","Equipment","0","Miscellaneous","23","Off-Hand-Equipment","58","60","137801","34450","0.375","Dungeon","Creature","5","7","0.90","6.30000","7","6","1.00","6.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","12.30000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","12.30000","1.00","1.00","0.32","1.00","38.43750","68.81097","-30.37347","0.55860","68.09519","-29.65769","0.56447","68.09519","-29.65769","0.56447"
"18523","Brightly Glowing Stone","3","Rare","63","60","Accessory","Finger, Neck, Off-Hand-Equipment","40023","Equipment | Miscellaneous | Off-Hand-Equipment","4","Equipment","0","Miscellaneous","23","Off-Hand-Equipment","58","60","13924","3481","0.5","World","Creature","7","7","1.00","7.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","7.00000","0","0","0","0.00000","0","0.00000","0","0","0","0.00000","7.00000","1.00","1.00","0.32","1.00","21.87500","68.81097","-46.93597","0.31790","68.09519","-46.22019","0.32124","68.09519","-46.22019","0.32124"
"22269","Shadow Prowler's Cloak","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","80998","16199","0.75","Dungeon","Creature","3","17","1.10","18.70000","7","7","1.00","7.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","25.70000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","34.70000","1.00","1.00","0.41","1.00","84.63415","68.81097","15.82318","1.22995","68.09519","16.53896","1.24288","68.09519","16.53896","1.24288"
"12967","Bloodmoon Cloak","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","75984","15196","0.75","Dungeon","Creature","7","7","1.00","7.00000","5","5","0.90","4.50000","32","17","0.90","15.30000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","26.80000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","35.80000","1.00","1.00","0.41","1.00","87.31707","68.81097","18.50610","1.26894","68.09519","19.22188","1.28228","68.09519","19.22188","1.28228"
"12968","Frostweaver Cape","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","76271","15254","0.375","Dungeon","Creature","5","12","0.90","10.80000","6","12","0.80","9.60000","31","10","0.85","8.50000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","28.90000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","37.90000","1.00","1.00","0.41","1.00","92.43902","68.81097","23.62805","1.34338","68.09519","24.34383","1.35750","68.09519","24.34383","1.35750"
"22337","Shroud of Domination","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","77531","15506","0.25","Raid","Creature","7","7","1.00","7.00000","4","17","0.85","14.45000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","21.45000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","30.45000","1.00","1.00","0.41","1.00","74.26829","68.81097","5.45732","1.07931","68.09519","6.17310","1.09065","68.09519","6.17310","1.09065"
"20697","Crystalline Threaded Cape","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","76069","15213","0.5617050409262012","World","Creature","5","4","0.90","3.60000","7","5","1.00","5.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","8.60000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","17.60000","1.00","1.00","0.41","1.00","42.92683","68.81097","-25.88414","0.62384","68.09519","-25.16836","0.63039","68.09519","-25.16836","0.63039"
"13340","Cape of the Black Baron","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","74250","14850","0.7064703345892556","World","Creature","3","15","1.10","16.50000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","16.50000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","25.50000","1.00","1.00","0.41","1.00","62.19512","68.81097","-6.61585","0.90385","68.09519","-5.90007","0.91336","68.09519","-5.90007","0.91336"
"23127","Cloak of Revanchion","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","77243","15448","0.5","World","Creature","7","11","1.00","11.00000","4","10","0.85","8.50000","3","10","1.10","11.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","30.50000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","39.50000","1.00","1.00","0.41","1.00","96.34146","68.81097","27.53049","1.40009","68.09519","28.24627","1.41481","68.09519","28.24627","1.41481"
"18495","Redoubt Cloak","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","7547","1509","0.6992234972818259","World","Gameobject","7","15","1.00","15.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","15.00000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","24.00000","1.00","1.00","0.41","1.00","58.53659","68.81097","-10.27438","0.85069","68.09519","-9.55860","0.85963","68.09519","-9.55860","0.85963"
"19526","Battle Healer's Cloak","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","0","0","1","World","Vendor","7","11","1.00","11.00000","6","8","0.80","6.40000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","17.40000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","26.40000","1.00","1.00","0.41","1.00","64.39024","68.81097","-4.42073","0.93576","68.09519","-3.70495","0.94559","68.09519","-3.70495","0.94559"
"19530","Caretaker's Cape","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","0","0","1","World","Vendor","7","11","1.00","11.00000","6","8","0.80","6.40000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","17.40000","0","0","0","0.00000","45","9.00000","0","0","0","0.00000","26.40000","1.00","1.00","0.41","1.00","64.39024","68.81097","-4.42073","0.93576","68.09519","-3.70495","0.94559","68.09519","-3.70495","0.94559"
"16342","Sergeant's Cape","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","0","0","1","World","Vendor","7","17","1.00","17.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","17.00000","0","0","0","0.00000","115","23.00000","0","0","0","0.00000","40.00000","1.00","1.00","0.41","1.00","97.56098","68.81097","28.75001","1.41781","68.09519","29.46579","1.43271","68.09519","29.46579","1.43271"
"18461","Sergeant's Cloak","3","Rare","63","60","Back","Back","40116","Equipment | Cloth         | Back              ","4","Equipment","1","Cloth","16","Back","58","60","0","0","1","World","Vendor","7","17","1.00","17.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","17.00000","0","0","0","0.00000","115","23.00000","0","0","0","0.00000","40.00000","1.00","1.00","0.41","1.00","97.56098","68.81097","28.75001","1.41781","68.09519","29.46579","1.43271","68.09519","29.46579","1.43271"
"12965","Spiritshroud Leggings","3","Rare","63","60","Major-Armor","Chest, Legs, Robe","40107","Equipment | Cloth         | Legs              ","4","Equipment","1","Cloth","7","Legs","58","60","100555","20111","0.375","Dungeon","Creature","6","16","0.80","12.80000","5","16","0.90","14.40000","7","13","1.00","13.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","40.20000","0","0","0","0.00000","78","15.60000","0","0","0","0.00000","55.80000","1.00","1.00","0.72","1.00","77.50000","68.81097","8.68903","1.12627","68.09519","9.40481","1.13811","68.09519","9.40481","1.13811"
"22342","Leggings of Torment","3","Rare","63","60","Major-Armor","Chest, Legs, Robe","40107","Equipment | Cloth         | Legs              ","4","Equipment","1","Cloth","7","Legs","58","60","108029","21605","0.25","Raid","Creature","7","16","1.00","16.00000","5","16","0.90","14.40000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","30.40000","0","0","0","0.00000","78","15.60000","0","0","0","0.00000","46.00000","1.00","1.00","0.72","1.00","63.88889","68.81097","-4.92208","0.92847","68.09519","-4.20630","0.93823","68.09519","-4.20630","0.93823"
"20538","Runed Stygian Leggings","3","Rare","63","60","Major-Armor","Chest, Legs, Robe","40107","Equipment | Cloth         | Legs              ","4","Equipment","1","Cloth","7","Legs","58","60","106806","21361","1","World","Crafted","7","13","1.00","13.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","13.00000","0","0","0","0.00000","78","15.60000","0","0","0","0.00000","28.60000","1.00","1.00","0.72","1.00","39.72222","68.81097","-29.08875","0.57727","68.09519","-28.37297","0.58333","68.09519","-28.37297","0.58333"
"17571","Legionnaire's Dreadweave Leggings","3","Rare","63","60","Major-Armor","Chest, Legs, Robe","40107","Equipment | Cloth         | Legs              ","4","Equipment","1","Cloth","7","Legs","58","60","50324","10064","1","World","Crafted","7","15","1.00","15.00000","5","13","0.90","11.70000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","0","0","0.00","0.00000","26.70000","0","0","0","0.00000","78","15.60000","0","0","0","0.00000","42.30000","1.00","1.00","0.72","1.00","58.75000","68.81097","-10.06097","0.85379","68.09519","-9.34519","0.86276","68.09519","-9.34519","0.86276"
